Name,Gender,Team,Salary,Bonus %,Senior Management,Start Date,Start Year,Year Of Service,Salary_normalized,Bonus %_normalized,Year Of Service_normalized,Salary_scaled,Bonus %_scaled,Year Of Service_scaled,Salary Category
Wendy Jones,Non-binary,Legal,136200.0,8.2,True,2014-06-04,2014,11,1.0,0.2675438596491228,0.4705882352941177,2.815846869800616,-0.736179885076305,0.0038014570736230663,High
Alice Smith,Male,Operations,39600.0,16.4,True,2016-05-18,2016,9,0.0903954802259887,0.6271929824561404,0.35294117647058826,-1.5956161146745627,0.5415585121351887,-0.3763442502886917,Low
Sam Jackson,Non-binary,Sales,71700.0,11.4,False,2021-06-24,2021,4,0.39265536723163835,0.40789473684210537,0.05882352941176472,-0.12969518505082306,-0.2375502666523073,-1.3267085186944785,Medium
Bob Jones,Male,HR,66000.0,14.7,False,2012-02-19,2012,13,0.33898305084745767,0.5526315789473684,0.588235294117647,-0.38999890152606653,0.2766615273474401,0.3839471644359378,Medium
Leo Moore,Female,Finance,61800.0,12.0,False,2015-01-04,2015,10,0.29943502824858753,0.43421052631578955,0.411764705882353,-0.5818016399815091,-0.1440572131978078,-0.18627139660753428,Medium
Frank Harris,Female,Engineering,91700.0,8.8,True,2007-07-07,2007,18,0.5809792843691148,0.2938596491228071,0.8823529411764706,0.7836511885465224,-0.6426868316218053,1.3343114328417245,Medium
Wendy Brown,Non-binary,Finance,99300.0,23.8,False,2010-07-10,2010,15,0.652542372881356,0.9517543859649125,0.7058823529411764,1.1307228105135136,1.6946395047406835,0.7640928717982525,Medium
Wendy Taylor,Male,HR,92000.0,19.6,True,2013-10-25,2013,12,0.5838041431261769,0.7675438596491229,0.5294117647058822,0.7973513841504826,1.0401881305591867,0.19387431075478043,Medium
Xander Taylor,Female,HR,59100.0,5.2,True,2010-11-18,2010,15,0.2740112994350283,0.1359649122807018,0.7058823529411764,-0.7051034004171507,-1.2036451523488028,0.7640928717982525,Low
Quinn White,Non-binary,HR,128500.0,22.0,False,2013-10-19,2013,12,0.9274952919020716,0.8728070175438598,0.5294117647058822,2.464208515965638,1.4141603443771846,0.19387431075478043,High
Frank Davis,Female,Finance,36100.0,13.2,False,2011-02-04,2011,14,0.05743879472693031,0.4868421052631579,0.6470588235294117,-1.755451730054098,0.04292889371119119,0.5740200181170951,Low
Eve Brown,Female,Legal,52300.0,22.6,False,2013-02-10,2013,12,0.20998116760828622,0.8991228070175441,0.5294117647058822,-1.0156411674402481,1.5076533978316844,0.19387431075478043,Low
Bob Garcia,Female,HR,78700.0,20.4,False,2022-01-01,2022,3,0.45856873822975514,0.8026315789473684,0.0,0.18997604570824786,1.1648455351651856,-1.5167813723756358,Medium
Victor Taylor,Male,Operations,77000.0,11.8,False,2016-10-23,2016,9,0.4425612052730697,0.4254385964912281,0.35294117647058826,0.1123416039524735,-0.17522156434930752,-0.3763442502886917,Medium
Paul Harris,unknown,unknown,85700.0,12.4,False,2012-08-18,2012,13,0.524482109227872,0.4517543859649123,0.588235294117647,0.5096472764673188,-0.08172851089480804,0.3839471644359378,Medium
Alice Wilson,Female,HR,109800.0,8.2,True,2012-08-05,2012,13,0.7514124293785309,0.2675438596491228,0.588235294117647,1.6102296566521201,-0.736179885076305,0.3839471644359378,High
Omar Taylor,Female,Operations,72400.0,14.5,False,2022-01-15,2022,3,0.3992467043314501,0.5438596491228072,0.0,-0.09772806197491597,0.24549717619594033,-1.5167813723756358,Medium
Frank Harris,Male,Legal,77500.0,16.6,False,2019-12-17,2019,6,0.44726930320150654,0.6359649122807018,0.1764705882352941,0.13517526329240714,0.572722863286689,-0.9465628113321637,Medium
Nina Williams,Male,Sales,61900.0,7.9,True,2011-11-03,2011,14,0.3003766478342749,0.25438596491228077,0.6470588235294117,-0.5772349081135224,-0.7829264118035547,0.5740200181170951,Medium
Tina Anderson,Female,Legal,87900.0,5.2,False,2015-08-12,2015,10,0.5451977401129944,0.1359649122807018,0.411764705882353,0.6101153775630268,-1.2036451523488028,-0.18627139660753428,Medium
Priya Brown,Female,HR,68000.0,21.2,False,2020-09-02,2020,5,0.3578154425612053,0.8377192982456141,0.11764705882352944,-0.29866426416633196,1.2895029397711852,-1.1366356650133211,Medium
Sam Moore,Male,Finance,68000.0,24.6,True,2008-04-01,2008,17,0.3578154425612053,0.9868421052631582,0.8235294117647058,-0.29866426416633196,1.819296909346683,1.1442385791605671,Medium
Carol White,Female,Marketing,87000.0,14.1,True,2010-01-23,2010,15,0.536723163841808,0.5263157894736843,0.7058823529411764,0.5690147907511462,0.18316847389294058,0.7640928717982525,Medium
Sam Brown,Male,HR,97800.0,5.9,False,2007-01-21,2007,18,0.6384180790960452,0.16666666666666669,0.8823529411764706,1.0622218324937127,-1.094569923318553,1.3343114328417245,Medium
Grace Brown,Male,Marketing,30000.0,8.3,True,2013-03-17,2013,12,0.0,0.2719298245614036,0.5294117647058822,-2.0340223740012884,-0.7205977095005549,0.19387431075478043,Low
Iris Smith,Male,Operations,82900.0,2.4,False,2014-05-22,2014,11,0.49811676082862527,0.013157894736842105,0.4705882352941177,0.38177878416369043,-1.6399460684698006,0.0038014570736230663,Medium
Hank Harris,unknown,unknown,69100.0,12.4,False,2018-05-16,2018,7,0.3681732580037665,0.4517543859649123,0.23529411764705882,-0.24843021361847797,-0.08172851089480804,-0.7564899576510064,Medium
Grace Johnson,Female,Engineering,95800.0,4.7,False,2015-09-05,2015,10,0.6195856873822976,0.11403508771929827,0.411764705882353,0.9708871951339783,-1.2815560302275524,-0.18627139660753428,Medium
Hank Smith,Male,Legal,69500.0,15.3,False,2022-10-15,2022,3,0.37193973634651595,0.5789473684210527,0.0,-0.23016328614653106,0.37015458080193986,-1.5167813723756358,Medium
Karen Anderson,Non-binary,Sales,103600.0,8.3,False,2016-12-03,2016,9,0.6930320150659133,0.2719298245614036,0.35294117647058826,1.327092280836943,-0.7205977095005549,-0.3763442502886917,High
Yara Wilson,unknown,unknown,60100.0,14.7,False,2016-02-07,2016,9,0.2834274952919021,0.5526315789473684,0.35294117647058826,-0.6594360817372834,0.2766615273474401,-0.3763442502886917,Medium
Rosa Miller,Female,Marketing,30000.0,17.0,False,2017-02-11,2017,8,0.0,0.6535087719298247,0.29411764705882354,-2.0340223740012884,0.6350515655896884,-0.566417103969849,Low
Liam Moore,Female,Legal,98100.0,21.1,False,2017-06-10,2017,8,0.6412429378531073,0.8333333333333335,0.29411764705882354,1.075922028097673,1.2739207641954355,-0.566417103969849,Medium
Carol Miller,Male,Marketing,56400.0,6.7,True,2018-09-09,2018,7,0.2485875706214689,0.2017543859649123,0.23529411764705882,-0.8284051608527924,-0.9699125187125538,-0.7564899576510064,Low
Omar Harris,Female,Finance,40200.0,2.3,False,2008-01-14,2008,17,0.096045197740113,0.008771929824561403,0.8235294117647058,-1.5682157234666423,-1.6555282440455505,1.1442385791605671,Low
Zane Harris,Female,Marketing,75400.0,5.1,False,2017-09-13,2017,8,0.42749529190207153,0.13157894736842105,0.29411764705882354,0.03927389406468586,-1.2192273279245527,-0.566417103969849,Medium
Yara Brown,Male,Finance,69700.0,22.7,False,2012-09-25,2012,13,0.37382297551789073,0.9035087719298247,0.588235294117647,-0.2210298224105576,1.523235573407434,0.3839471644359378,Medium
Omar Smith,Female,Operations,93100.0,22.1,False,2016-09-25,2016,9,0.5941619585687381,0.8771929824561404,0.35294117647058826,0.8475854346983366,1.4297425199529348,-0.3763442502886917,Medium
Bob Smith,unknown,Legal,94600.0,15.7,False,2022-05-02,2022,3,0.6082862523540489,0.5964912280701755,0.0,0.9160864127181375,0.43248328310493933,-1.5167813723756358,Medium
Paul Jackson,Female,Legal,77100.0,15.8,False,2010-09-03,2010,15,0.4435028248587571,0.6008771929824563,0.7058823529411764,0.11690833582046023,0.4480654586806895,0.7640928717982525,Medium
Leo Jones,Female,Engineering,55500.0,17.3,False,2022-11-07,2022,3,0.2401129943502825,0.6666666666666667,0.0,-0.8695057476646729,0.6817980923169383,-1.5167813723756358,Low
Eve Harris,Female,HR,81300.0,6.0,False,2009-04-21,2009,16,0.4830508474576271,0.1710526315789474,0.7647058823529411,0.3087110742759028,-1.0789877477428034,0.9541657254794098,Medium
Priya Miller,Male,Finance,78600.0,23.0,False,2013-02-18,2013,12,0.45762711864406774,0.9166666666666667,0.5294117647058822,0.18540931384026113,1.569982100134684,0.19387431075478043,Medium
Iris Wilson,Female,Engineering,87500.0,11.6,False,2007-06-03,2007,18,0.5414312617702448,0.4166666666666667,0.8823529411764706,0.5918484500910799,-0.20638591550080757,1.3343114328417245,Medium
Carol Williams,Female,Marketing,55800.0,10.8,False,2014-04-10,2014,11,0.24293785310734467,0.38157894736842113,0.4705882352941177,-0.8558055520607127,-0.3310433201068068,0.0038014570736230663,Low
Paul Harris,Male,Marketing,66200.0,13.9,True,2007-06-22,2007,18,0.34086629001883234,0.5175438596491229,0.8823529411764706,-0.3808654377900931,0.15200412274144084,1.3343114328417245,Medium
Carol Brown,Male,Engineering,86200.0,3.1,False,2019-03-07,2019,6,0.5291902071563088,0.043859649122807015,0.1764705882352941,0.5324809358072524,-1.5308708394395512,-0.9465628113321637,Medium
Xander Garcia,Male,Legal,102400.0,5.8,False,2005-06-09,2005,20,0.6817325800376648,0.16228070175438597,1.0,1.2722914984211022,-1.1101520988943032,1.7144571402040394,High
Xander Smith,Female,Marketing,96300.0,19.0,True,2011-02-17,2011,14,0.6242937853107344,0.7412280701754386,0.6470588235294117,0.9937208544739119,0.9466950771046869,0.5740200181170951,Medium
Xander Brown,Non-binary,Operations,76800.0,3.9,False,2016-02-11,2016,9,0.4406779661016949,0.07894736842105263,0.35294117647058826,0.10320814021650004,-1.4062134348335518,-0.3763442502886917,Medium
Karen Smith,Male,Operations,64300.0,15.9,True,2021-09-07,2021,4,0.3229755178907721,0.605263157894737,0.05882352941176472,-0.4676333432818409,0.46364763425643934,-1.3267085186944785,Medium
Hank Brown,Female,Engineering,83900.0,7.6,False,2009-07-24,2009,16,0.5075329566854991,0.24122807017543862,0.7647058823529411,0.4274461028435577,-0.8296729385308046,0.9541657254794098,Medium
Frank Davis,Male,Finance,51000.0,11.0,False,2008-03-14,2008,17,0.1977401129943503,0.3903508771929825,0.8235294117647058,-1.0750086817240756,-0.299878968955307,1.1442385791605671,Low
Tina Jackson,Non-binary,Finance,57000.0,8.6,True,2016-11-19,2016,9,0.25423728813559315,0.2850877192982456,0.35294117647058826,-0.801004769644872,-0.6738511827733054,-0.3763442502886917,Low
Carol Harris,Female,Engineering,108200.0,10.2,False,2022-01-04,2022,3,0.7363465160075329,0.35526315789473684,0.0,1.5371619467643325,-0.4245363735613066,-1.5167813723756358,High
Liam Wilson,Female,Finance,83800.0,18.5,False,2021-08-26,2021,4,0.5065913370998116,0.7192982456140351,0.05882352941176472,0.422879370975571,0.8687841992259373,-1.3267085186944785,Medium
